,Sentence,Inhibitors,Promoters
179,"however, neurotrophins like ngf and bdnf (329, 497) as well as several growth-promoting substrates (n-cam, ll, laminin, tenascin) (411,471,473) are also known to be massively induced in peripheral nerves during wallerian degeneration.",bdnf (inhibitor) ,
180,two kinds of molecules of particular interest are the tenascin family and sulfated proteoglycans.,tenascin (inhibitor) ,
181,"the occurrence of tenascin is widespread, in particular, as a component of basement membranes.",tenascin (inhibitor) ,
182,"at lesion sites, tenascin is expressed in the scar area (424), in particular in zones bordering the destroyed tissue areas.",tenascin (inhibitor) ,
183,"in peripheral nerves, tenascin is highly ex­ pressed during development and is upregulated in distal nerve stumps during regeneration (472, 473, 737).",tenascin (inhibitor) ,
184,the localization of tenascin in peripheral and central lesions could suggest roles as a growth-promoting and/or growth­ inhibiting molecule.,tenascin (inhibitor) ,
185,the analysis of the effects of tenascin on growing neurites in vitro shows multiple and complex effects.,tenascin (inhibitor) ,
186,"whereas purified tenascin adsorbed to culture dishes is a poor substrate for 7- to 9-day-old embryonic drg neu­ rites, 4-day-old drgs grow long axons (738), an effect which is enhanced by a combined tenascin/laminin sub­ strate (692).",tenascin (inhibitor) ,
187,"embryonic hippocampal neurons show a dif­ ferential response of cell body and neurite; whereas cell body adhesion is decreased, neurite length is increased on tenascin as compared with the highly adhesive substrate polyomithine (446).",tenascin (inhibitor) ,
188,"like other ecm and cell adhesion molecules, the effects of tenascin are probably mediated by defined neuronal membrane receptors and subsequent",tenascin (inhibitor) ,
189,no in vivo data are available at present to assess the role of tenascin at cns lesion sites and to test the hypothesis of a possible inhibitory function derived from its colocalization with the glial scar.,tenascin (inhibitor) ,
190,"the ecm compo­ nents tenascin and cs proteoglycans but also laminin col­ ocalize with regions of dense astrocytic processes and astrocytes immediately bordering the lesion (40, 86, 421,",tenascin (inhibitor) ,laminin (promoter) 
191,"part of the signals exchanged may involve cytokines; a very early increase of macro­ phage inflammatory protein (mip)-la and mip-1,b ( unpub­ lished data) and a later increase of tgf-,8 (438, 450, 543), fgf (449), il-1 (691, 693, 756), as well as lif (28) and",,lif (promoter) 
192,"an increase in mrna or protein at regions of cns lesion scars has been reported for cntf (354), lif (28), and fgf (449) (see sect.",,cntf (promoter)  lif (promoter) 
193,immunohistological localization of tenascin in the developing and lesioned adult mouse optic nerve.,tenascin (inhibitor) ,
194,"develop­ mental loss of functional laminin receptors on retinal cells is regu­ lated by their target tissue, the  optic  tectum.",,laminin (promoter) 
195,trophic and tropic  influence  of  exogenous  nt-:3 and bdnf after  neonatal  spinal  cord lesions.,bdnf (inhibitor) ,
196,"the neurotrophins bdnf , nt-3, and ngf display distinct patterns of retrog rade axonal transport in peripheral and  central neurons.",bdnf (inhibitor) ,
197,developmentally regulated ex­ pression of hdnf/nt-3 mrna in rat spinal cord motoneurons and expression of bdnf mrna in embryonic dorsal root ganglion.,bdnf (inhibitor) ,
198,immunoelectron micro­ scopic localization of laminin in normal and regenerating mouse sciatic nerve.,,laminin (promoter) 
199,enhanced expression of the developmentally regulated extracellular matrix molecule tenascin following adult brain iltjury.,tenascin (inhibitor) ,
200,complex expression pattern of tenascin during innervation of the posterior limb buds of the developing chicken.,tenascin (inhibitor) ,
201,disruption of the cntf gene results in motor neuron degeneration.,,cntf (promoter) 
202,molecu­ lar doning of rat trkc and distribution of cells expressing  messen­ ger rnas for members of the trk family in the rat central nervous system.,lar (inhibitor) ,
203,enhanced synthesis of brain-derived neurotrophic fac­ tor in the lesioned peripheral nerve: different mechanisms are re­ sponsible for the regulation of bdnf and ngf mrna.,bdnf (inhibitor) ,
204,arrest of motor neuron disease in wobbler mice cotreated with cntf and bdnf.,,cntf (promoter) 
205,regrowth of motor axons following spina l cord les io ns: distribution of laminin and collagen in the cns sca r  tissu e.  brain res.,,laminin (promoter) 
206,novel rol es for neuro­ trophin s are suggest ed by bdnf and nt-3 mrna expr ession in developing neurons.,bdnf (inhibitor) ,
207,trary functions of tenascin: dissection of the active sites by recom­ binant tenascin fragments.,tenascin (inhibitor) ,
208,nusin and tenascin on growth cone behavior in vitro .,tenascin (inhibitor) ,
209,"after optic nerve transection (avoiding retinal infarction), a cascade of inflammatory events is initiated, leading to degeneration of ganglion cell terminals and phagocytosis of somata in the retina.21–23 while a full review is beyond the scope of this article, it appears that the result of axotomy is to cause ganglion cells in the retina to undergo pro- grammed cell death (apoptosis), such that only a small percentage remain after about 2 weeks.24 25 the axot- omised ganglion cells express molecular antigens that sig- nal microglial cells in the retina to aid this organised proc- ess of self destruction.26 the apoptosis resulting from axotomy is therefore not dissimilar to the normal ontogenetic elimination of aberrant projections during the period of neuronal remodelling,27 when ganglion cell terminals projecting to incorrect targets cannot access appropriate growth factors at critical stages in development.9 13 28 one particular target derived growth factor, brain derived neurotrophic factor (bdnf) has been identified and cloned from the porcine superior colliculus.29 not surprisingly, bdnf can also prevent gan- glion cells from undergoing apoptosis if injected into the eye at the time of optic nerve lesion.30 31 peptides applied in vitro32 and growth factors isolated from peripheral nerves (where regeneration is more successful than in the cns) have also been shown to increase survival of lesioned gan- glion cells, although their molecular structure is currently unknown.33 34 some of these growth factors may also induce the expression of � tubulin mrna in ganglion cells, which has been shown to be important for axonal extension.35     this   evect   is   probably   independent of",bdnf (inhibitor) ,
210,"the axon can then regenerate a significant distance along the optic nerve, although reconnection to central targets has not yet been achieved (mif = macrophage inhibitory factor; bdnf = brain derived neurotrophic factor; pntf = peripheral nerve trophic factors).",bdnf (inhibitor)  bdnf (inhibitor) ,
211,"tances within the optic nerve in the presence of in-1, when supported by bdnf in the retina (fig 2c).2 it may be that future technical advances to allow greater penetration of antibody into the optic nerve and tracts will neutralise the entire pathway and allow ganglion cells access to central targets.",bdnf (inhibitor) ,
212,"chondroitin sulphate proteoglycan (cspg).54 this mol- ecule is also expressed during development where it has a putative role in axon guidance by forming barriers to direct growth cones.55–57 quite why cspg is also expressed within a glial scar is uncertain, and direct neutralisation with antibodies (as with myelin) has not yet been achieved in vivo.",cspg (inhibitor)  cspg (inhibitor) ,
213,sparsely populated within the nerve  fibre  layer  (fig 3c).61 62 the gliotic reaction to retinal injury is minimal  and resulting cspg expression is barely detectable.60 this may partly explain why ganglion cells regenerate readily into peripheral nerve transplants when the latter are implanted into the retina in the presence of appropriate growth factors.,cspg (inhibitor) ,
214,is known about how growth cones transduce an extracellu- lar signal into behavioral responses (figure 1) [1].,lar (inhibitor) ,
215,"when a calibrated micropipette tip coated with laminin is touched to the surface of a neuron,  it adheres; as the micropipette is slowly pulled away, a",,laminin (promoter) 
216,"thus, neurite outgrowth may be  regulated as the rho and cdc42/rac pathways within growth cones compete, perhaps for a limited resource, resulting in either the establishment of growth cone lamel- lar and filopodial structures (via the cdc42/rac pathway) or the loss of these structures (via the rho pathway).",lar (inhibitor) ,
217,"kozma r, sarner s, ahmed s, lim l: rho family gtpases and neuronal growth cone remodeling: relationships between increased complexity induced by cdc42, rac1 and acetylcholine and collapse induced by rhoa and lysophophatidic acid.",rhoa (inhibitor) ,
218,"after optic nerve transection (avoiding retinal infarction), a cascade of inflammatory events is initiated, leading to degeneration of ganglion cell terminals and phagocytosis of somata in the retina.21–23 while a full review is beyond the scope of this article, it appears that the result of axotomy is to cause ganglion cells in the retina to undergo pro- grammed cell death (apoptosis), such that only a small percentage remain after about 2 weeks.24 25 the axot- omised ganglion cells express molecular antigens that sig- nal microglial cells in the retina to aid this organised proc- ess of self destruction.26 the apoptosis resulting from axotomy is therefore not dissimilar to the normal ontogenetic elimination of aberrant projections during the period of neuronal remodelling,27 when ganglion cell terminals projecting to incorrect targets cannot access appropriate growth factors at critical stages in development.9 13 28 one particular target derived growth factor, brain derived neurotrophic factor (bdnf) has been identified and cloned from the porcine superior colliculus.29 not surprisingly, bdnf can also prevent gan- glion cells from undergoing apoptosis if injected into the eye at the time of optic nerve lesion.30 31 peptides applied in vitro32 and growth factors isolated from peripheral nerves (where regeneration is more successful than in the cns) have also been shown to increase survival of lesioned gan- glion cells, although their molecular structure is currently unknown.33 34 some of these growth factors may also induce the expression of � tubulin mrna in ganglion cells, which  has  been  shown  to  be  important  for  axonal",bdnf (inhibitor) ,
219,"lesioned ganglion cells can regenerate considerable dis- tances within the optic nerve in the presence of in-1, when supported by bdnf in the retina (fig 2c).2 it may be that future technical advances to allow greater penetration of antibody into the optic nerve and tracts will neutralise the entire pathway and allow ganglion cells access to central targets.",bdnf (inhibitor) ,
